policy,track_seed,noise_std,delay_steps,dropout_prob,dead_sensor_index,steps,success,final_y,mean_lateral_error,max_lateral_error,mean_activity,encoding,condition,snn_steps,hidden_dim
population,1003,0.08,0,0.0,-1,21,0,3.5654593821555536,0.6870645395282844,1.5653214190772176,7.428571428571429,population,noise_0.08,25,96
population,1004,0.08,0,0.0,-1,35,0,5.3465150149856475,0.44440876942028545,1.557765284965687,10.542857142857143,population,noise_0.08,25,96
population,1005,0.08,0,0.0,-1,34,0,5.29468050417343,0.5392114147322525,1.5705449205545405,8.088235294117647,population,noise_0.08,25,96
population,1006,0.08,0,0.0,-1,23,0,4.0666497824023375,0.9566980059491782,1.5813720808893146,5.869565217391305,population,noise_0.08,25,96
population,1007,0.08,0,0.0,-1,25,0,4.326608094341325,0.7936196641228638,1.5895883307908527,7.44,population,noise_0.08,25,96
population,1008,0.08,0,0.0,-1,24,0,3.276172269730963,0.4797644144762763,1.6076674945044283,8.791666666666666,population,noise_0.08,25,96
population,1009,0.08,0,0.0,-1,39,0,5.840621222294094,0.3537252010523046,1.5945011179405737,9.307692307692308,population,noise_0.08,25,96
population,1010,0.08,0,0.0,-1,21,0,3.7380161727640595,0.8816735760454751,1.5552224218054944,5.0,population,noise_0.08,25,96
population,1011,0.08,0,0.0,-1,87,0,13.98990592761438,1.1694837046256945,1.6103983631228127,6.068965517241379,population,noise_0.08,25,96
population,1000,0.12,0,0.0,-1,36,0,5.339618565770119,0.37699119310576357,1.6639975709121448,10.277777777777779,population,noise_0.12,25,96
population,1001,0.12,0,0.0,-1,26,0,3.7833208266927376,0.5073953534179201,1.652724335883072,8.73076923076923,population,noise_0.12,25,96
population,1002,0.12,0,0.0,-1,23,0,3.3595833659248093,0.4907078488073462,1.5998324507376551,8.91304347826087,population,noise_0.12,25,96
population,1003,0.12,0,0.0,-1,25,0,3.49480793634217,0.5383405198979873,1.6569983055694342,7.88,population,noise_0.12,25,96
population,1004,0.12,0,0.0,-1,17,0,2.758151467535783,0.8063248441360817,1.5652083705625497,5.647058823529412,population,noise_0.12,25,96
population,1005,0.12,0,0.0,-1,80,0,13.0013585357734,1.0501092487882768,1.557005391485232,5.1125,population,noise_0.12,25,96
population,1006,0.12,0,0.0,-1,32,0,5.498349278415353,1.0245860844790522,1.564851180124968,6.53125,population,noise_0.12,25,96
population,1007,0.12,0,0.0,-1,33,0,5.589272289436588,1.0435273346499279,1.5876472148066414,4.909090909090909,population,noise_0.12,25,96
population,1008,0.12,0,0.0,-1,20,0,3.4648038965735175,0.9320470972954334,1.5856808647062575,6.15,population,noise_0.12,25,96
population,1009,0.12,0,0.0,-1,21,0,3.7004114015971994,0.8481640342240375,1.5607681402917644,5.333333333333333,population,noise_0.12,25,96
population,1010,0.12,0,0.0,-1,26,0,3.367401553345592,0.4854689225687331,1.7086090259443747,8.807692307692308,population,noise_0.12,25,96
population,1011,0.12,0,0.0,-1,31,0,5.196514383265238,0.9713516080375729,1.579256666337936,5.806451612903226,population,noise_0.12,25,96
population,1000,0.0,2,0.0,-1,14,0,2.196944770931698,0.8133793621041815,1.5866682270333308,8.214285714285714,population,delay_2,25,96
population,1001,0.0,2,0.0,-1,22,0,3.5692403317830355,0.6444475166713208,1.5853613356921037,11.090909090909092,population,delay_2,25,96
population,1002,0.0,2,0.0,-1,16,0,2.559610188522065,0.884527904549709,1.5741778954554002,8.0625,population,delay_2,25,96
population,1003,0.0,2,0.0,-1,18,0,3.0421166847241414,0.7997966285726485,1.6111583202773105,8.166666666666666,population,delay_2,25,96
population,1004,0.0,2,0.0,-1,16,0,2.480201851502157,0.8436310304517622,1.6442883286040972,7.5,population,delay_2,25,96
population,1005,0.0,2,0.0,-1,15,0,2.407115354036648,0.8107798543374769,1.619549473052654,9.466666666666667,population,delay_2,25,96
population,1006,0.0,2,0.0,-1,15,0,2.4510597780132453,0.8259658565309144,1.6773989917190868,7.6,population,delay_2,25,96
population,1007,0.0,2,0.0,-1,13,0,2.0825293631275237,0.797282495579081,1.5558287892371916,8.692307692307692,population,delay_2,25,96
population,1008,0.0,2,0.0,-1,18,0,3.00894032517572,0.7158438281948248,1.5532864319339212,8.61111111111111,population,delay_2,25,96
population,1009,0.0,2,0.0,-1,23,0,3.938183190641477,1.0596932445769882,1.5681049523899802,7.304347826086956,population,delay_2,25,96
population,1010,0.0,2,0.0,-1,17,0,2.7920772772946574,0.777926450044983,1.693706793198185,8.588235294117647,population,delay_2,25,96
population,1011,0.0,2,0.0,-1,18,0,2.9093652040556015,0.7423109381075731,1.6076963231215453,9.944444444444445,population,delay_2,25,96
population,1000,0.0,0,0.2,-1,26,0,4.334316655622799,0.7020322953913316,1.6188754300379125,7.5,population,dropout_0.20,25,96
population,1001,0.0,0,0.2,-1,21,0,3.6166842353580755,0.881827134104196,1.5552085167511942,7.0476190476190474,population,dropout_0.20,25,96
population,1002,0.0,0,0.2,-1,20,0,3.3362669554853097,0.8926111928288096,1.5505123824329259,6.05,population,dropout_0.20,25,96
population,1003,0.0,0,0.2,-1,34,0,5.705499012334457,0.5879664728752902,1.595109645424275,9.205882352941176,population,dropout_0.20,25,96
population,1004,0.0,0,0.2,-1,47,0,7.720065007159627,0.8800414157261299,1.55551548179489,7.74468085106383,population,dropout_0.20,25,96
population,1005,0.0,0,0.2,-1,38,0,6.375510912249187,0.87603985217307,1.5640522893696622,7.947368421052632,population,dropout_0.20,25,96
population,1006,0.0,0,0.2,-1,29,0,5.061827659779178,0.895124065177162,1.5530322389375002,6.310344827586207,population,dropout_0.20,25,96
population,1007,0.0,0,0.2,-1,18,0,3.138563304224371,0.8619079356687784,1.5667218519364434,5.5,population,dropout_0.20,25,96
population,1008,0.0,0,0.2,-1,23,0,3.8571338280736676,0.7265281078604668,1.631393149439404,6.130434782608695,population,dropout_0.20,25,96
population,1009,0.0,0,0.2,-1,31,0,4.409317194698161,0.4320547464836241,1.620400795225088,9.258064516129032,population,dropout_0.20,25,96
population,1010,0.0,0,0.2,-1,23,0,4.016847358916662,0.7711688857153642,1.6052792598194832,5.0,population,dropout_0.20,25,96
population,1011,0.0,0,0.2,-1,24,0,3.4575430859952467,0.49228269161460675,1.6158126791234564,7.041666666666667,population,dropout_0.20,25,96
population,1000,0.0,0,0.0,4,16,0,2.5828028120123023,0.8488607813167008,1.6547949616522901,5.75,population,dead_center,25,96
population,1001,0.0,0,0.0,4,119,0,18.92896809541683,1.2551096581855583,1.5689189752408415,6.084033613445378,population,dead_center,25,96
population,1002,0.0,0,0.0,4,14,0,2.027534918447895,0.8573906725001591,1.6533352487802164,6.214285714285714,population,dead_center,25,96
population,1003,0.0,0,0.0,4,19,0,3.0999532691815714,0.7284666017994236,1.6631262004721448,5.7894736842105265,population,dead_center,25,96
population,1004,0.0,0,0.0,4,21,0,3.4861008821229853,0.9583999981039552,1.5697748023619535,5.809523809523809,population,dead_center,25,96
population,1005,0.0,0,0.0,4,18,0,3.089119567898299,0.8945452218188468,1.5576426827718775,6.222222222222222,population,dead_center,25,96
population,1006,0.0,0,0.0,4,14,0,2.3101534380730295,0.8568821872959392,1.6592547200545442,5.928571428571429,population,dead_center,25,96
population,1007,0.0,0,0.0,4,78,0,12.694818044479618,1.2074727060763346,1.598690225748886,6.051282051282051,population,dead_center,25,96
population,1008,0.0,0,0.0,4,21,0,3.650285487028479,0.8912610648290711,1.5773994827369078,5.285714285714286,population,dead_center,25,96
population,1009,0.0,0,0.0,4,18,0,3.1477571925997316,0.887643139616323,1.6237616697577812,5.833333333333333,population,dead_center,25,96
population,1010,0.0,0,0.0,4,18,0,3.1756074897802433,0.92601385324296,1.5627223240625057,6.111111111111111,population,dead_center,25,96
population,1011,0.0,0,0.0,4,21,0,3.579361401739154,0.9950301700607521,1.5532391052926933,6.142857142857143,population,dead_center,25,96
